name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
Copper Host Crusher,a1bba8ff-63b4-4786-b1c4-f1bfe5d3ab1c,,,"arena, mtgo, paper",default,black,,G,,G,,,11262,0.41,,,,,"nonfoil, foil",,Walls built to withstand assaults even from Ikoria's apex monsters were quickly deemed tactically irrelevant by Vorinclex's forces.,,2015,,,,True,True,,,,,,,,,,,,,,"Hexproof, Trample",English,normal,,,,{6}{G}{G},8,,,Trample\nHexproof (This creature can't be the target of spells or abilities your opponents control.),Creature â€” Phyrexian Bear Rhino,,8,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Phyrexian, Bear, Rhino",,Trample\nHexproof (This creature can't be the target of spells or abilities your opponents control.),8,Creature â€” Phyrexian Bear Rhino,Creature,44b98c9b-dffd-51cb-aa88-5d6c645373d0,,
Cosmic Hunger,103a5bc1-7a87-428d-853b-f86057a61cfe,,,"arena, mtgo, paper",default,black,,G,,G,,,5850,0.2,,,,,"nonfoil, foil",,"The Copper Host sought only the strongest converts. In Koma, it found perfection.",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,"Target creature you control deals damage equal to its power to another target creature, planeswalker, or battle.",Instant,,,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,,"Target creature you control deals damage equal to its power to another target creature, planeswalker, or battle.",,Instant,Instant,5f6e9fcc-595a-5e82-8fb8-3763af34eea5,,
Crystal Carapace,f89f4b78-cefb-41f7-b7cb-4f4d28de0c4f,,,"arena, mtgo, paper",default,black,,G,,G,,,12092,0.08,,,,,"nonfoil, foil",,"""Why won't you die, wretched flesh-beast?""\nâ€”Lukka",,2015,,,,True,True,,,,,,,,,,,,,,"Cycling, Enchant",English,normal,,,,{3}{G},4,,,"Enchant creature\nEnchanted creature gets +3/+3 and has ward {2}.\nCycling {2} ({2}, Discard this card: Draw a card.)",Enchantment â€” Aura,,,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Aura,,"Enchant creature\nEnchanted creature gets +3/+3 and has ward {2}.\nCycling {2} ({2}, Discard this card: Draw a card.)",,Enchantment â€” Aura,Enchantment,9f709e7c-0304-5a56-b329-1fde6a24ec70,,
Deeproot Wayfinder,32223955-c0eb-49b2-a323-4eec2e067acf,,,"arena, mtgo, paper",default,black,,G,,G,,,9191,,,,,,"nonfoil, foil",,Her warning raced through the roots and rivers of Ixalan: prepare for war.,,2015,,,,True,True,,,,,,,,,,,,,,Surveil,English,normal,,,,{1}{G},2,,,"Whenever Deeproot Wayfinder deals combat damage to a player or battle, surveil 1, then you may return a land card from your graveyard to the battlefield tapped. (To surveil 1, look at the top card of your library. You may put that card into your graveyard",Creature â€” Merfolk Scout,,2,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,"Merfolk, Scout",,"Whenever Deeproot Wayfinder deals combat damage to a player or battle, surveil 1, then you may return a land card from your graveyard to the battlefield tapped. (To surveil 1, look at the top card of your library. You may put that card into your graveyard",3,Creature â€” Merfolk Scout,Creature,1a293440-02ed-5170-b8ed-009c4dfe7659,5a85690a-f52e-511e-a5fb-3cfbb0b9f365,
Doomskar Warrior,a8e7b854-b15a-421a-b66d-6e68187ae285,,,"arena, mtgo, paper",default,black,,G,,G,,,10705,0.07,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Backup, Trample",English,normal,,,,{2}{G}{G},4,,,"Backup 1\nTrample\nWhenever this creature deals combat damage to a player or battle, look at that many cards from the top of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your",Creature â€” Human Warrior,,4,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,"Human, Warrior",,"Backup 1\nTrample\nWhenever this creature deals combat damage to a player or battle, look at that many cards from the top of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your",3,Creature â€” Human Warrior,Creature,04f50ac8-456a-56f4-b928-9929e2c759b6,541f867b-6c7e-5d8d-bb68-81653d50289a,
Fertilid's Favor,e0bcff21-4a2b-4151-86a2-a462da7b5aaa,,,"arena, mtgo, paper",default,black,,G,,G,,,11193,0.18,,,,,"nonfoil, foil",,The denizens of Lorwyn were accustomed to resisting darkness.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{3}{G},4,,,"Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles. Put two +1/+1 counters on up to one target artifact or creature.",Instant,,,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,,"Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles. Put two +1/+1 counters on up to one target artifact or creature.",,Instant,Instant,6ed0ead3-3856-5d56-9318-c2164917a78e,,
Glistening Dawn,b5f1bd34-abee-40c9-99f7-a6ee089fb30b,,,"arena, mtgo, paper",default,black,,G,,G,,,10276,0.1,,,,,"nonfoil, foil",,"Unleashed on new worlds, the Phyrexians were driven by a simple imperative: spread and conquer.",,2015,,,,True,True,,,,,,,,,,,,,,"Incubate, Transform",English,normal,,,,{2}{G}{G},4,,,"Incubate X twice, where X is the number of lands you control. (To incubate X, create an Incubator token with X +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)",Sorcery,,,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,,"Incubate X twice, where X is the number of lands you control. (To incubate X, create an Incubator token with X +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)",,Sorcery,Sorcery,ffae4b2f-c109-58e7-a75a-bb19e59c0a39,7b03832e-0287-5ea6-81b7-9a24b9774a73,
Gnottvold Hermit // Chrome Host Hulk,36450ae0-6428-47cb-b1ff-0549e0bbb7ee,,,"arena, mtgo, paper",default,black,,"G, U",,G,,,23064,,4,,4,Gnottvold Hermit,"nonfoil, foil",,"The Hagi trolls stood little chance against Phyrexia, having killed everyone who came to Gnottvold to warn them.",,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{3}{G},4,,,{5}{PU}: Transform Gnottvold Hermit. Activate only as a sorcery. ({PU} can be paid with either {U} or 2 life.),Creature â€” Troll,7309a0c9-bca0-50bf-bbda-5da5b519d0c2,4,MOM,,uncommon,,,,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Troll,,{5}{U/P}: Transform Gnottvold Hermit. Activate only as a sorcery. ({U/P} can be paid with either {U} or 2 life.),4,Creature â€” Troll,Creature,cf3c3827-be59-5984-b67d-c58aa4aa65e2,,
Herbology Instructor // Malady Invoker,8df4596a-1d88-4b6a-9ce8-5c8089c3946c,,,"arena, mtgo, paper",default,black,,"B, G",,G,,,19053,,2,,2,Herbology Instructor,"nonfoil, foil",,"""As you see, these flowers . . . can have either restorative or poisonous . . . what is that?""",,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{1}{G},2,,,"When Herbology Instructor enters the battlefield, you gain 3 life.\n{6}{PB}: Transform Herbology Instructor. Activate only as a sorcery. ({PB} can be paid with either {B} or 2 life.)",Creature â€” Treefolk Druid,45bd5089-4189-5e79-b9fe-deda18f0206b,1,MOM,,uncommon,,,,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Treefolk, Druid",,"When Herbology Instructor enters the battlefield, you gain 3 life.\n{6}{B/P}: Transform Herbology Instructor. Activate only as a sorcery. ({B/P} can be paid with either {B} or 2 life.)",3,Creature â€” Treefolk Druid,Creature,5933955b-4871-5abd-a7ff-febc0a0997dc,,
"Invasion of Ikoria // Zilortha, Apex of Ikoria",74986d28-0001-4a78-827c-e490b325d0e3,,,"arena, mtgo, paper",default,black,,G,,G,6,,1561,,2,,2,Invasion of Ikoria,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{X}{G}{G},2,,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Ikoria enters the battlefield, search your library and/or graveyard for a non-Human creature car",Battle â€” Siege,1f8a8202-28ff-5337-ba0c-c06acec25162,,"MOM, PMOM",,rare,,,oval,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Siege,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Ikoria enters the battlefield, search your library and/or graveyard for a non-Human creature car",,Battle â€” Siege,Battle,73bc51de-a0ad-5cde-a229-3ed3893c4764,,
Invasion of Ixalan // Belligerent Regisaur,2270c0b0-afb4-42b0-bcb6-25fe4ad6eef2,,,"arena, mtgo, paper",default,black,,G,,G,4,,10309,,2,,2,Invasion of Ixalan,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{1}{G},2,,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Ixalan enters the battlefield, look at the top five cards of your library. You may reveal a perm",Battle â€” Siege,ef7a0e27-b71e-5159-b030-cf9107f1508c,,"MOM, PMOM",,rare,,,oval,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Siege,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Ixalan enters the battlefield, look at the top five cards of your library. You may reveal a perm",,Battle â€” Siege,Battle,97a63d3c-5572-5795-8a30-cf1b6b11e50f,,
Invasion of Muraganda // Primordial Plasm,89023dad-e6c0-41e0-83fb-eb2bfbbdc3f2,,,"arena, mtgo, paper",default,black,,G,,G,6,,14148,,5,,5,Invasion of Muraganda,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Fight, Transform",English,transform,,,,{4}{G},5,,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Muraganda enters the battlefield, put a +1/+1 counter on target creature you control. Then that ",Battle â€” Siege,65aa2c3c-4d3e-5c4c-aacd-f2bcb0f03077,,MOM,,uncommon,,,,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Siege,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Muraganda enters the battlefield, put a +1/+1 counter on target creature you control. Then that ",,Battle â€” Siege,Battle,41ef2441-1e98-5da7-948d-bc5e8bbd9a89,,
Invasion of Shandalar // Leyline Surge,89023dad-e6c0-41e0-83fb-eb2bfbbdc3f2,,,"arena, mtgo, paper",default,black,,G,,G,4,,7134,,5,,5,Invasion of Shandalar,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{3}{G}{G},5,,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Shandalar enters the battlefield, return up to three target permanent cards from your graveyard ",Battle â€” Siege,06b6e4cc-e2f1-5147-bd20-d3305bf41e23,,"MOM, PMOM",,mythic,,,oval,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Siege,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Shandalar enters the battlefield, return up to three target permanent cards from your graveyard ",,Battle â€” Siege,Battle,0f8f82e4-f662-59ad-9cfb-fdf2c97c6519,,
Invasion of Zendikar // Awakened Skyclave,3f4e975d-092c-40e4-b850-2d582bf4b5cb,,,"arena, mtgo, paper",default,black,,G,,G,3,,3601,,4,,4,Invasion of Zendikar,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Transform,English,transform,,,,{3}{G},4,,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Zendikar enters the battlefield, search your library for up to two basic land cards, put them on",Battle â€” Siege,d9333b7e-78ab-5b78-bc14-8bf10f90645d,,MOM,,uncommon,,,,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Siege,,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.)\nWhen Invasion of Zendikar enters the battlefield, search your library for up to two basic land cards, put them on",,Battle â€” Siege,Battle,f75922b9-2a6f-5a5c-b559-47ea7540601b,,
Iridescent Blademaster,0f41e561-bc26-4d85-aab6-66c384e01b74,,,"arena, mtgo, paper",default,black,,G,,G,,,23263,,,,,,"nonfoil, foil",,"Her arm and spirit were weary, but as the Halo flowed across her blade, it became weightless, and new strength flooded through her. She would fight on.",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,{3}{G}: Iridescent Blademaster gets +2/+2 until end of turn.,Creature â€” Elf Warrior,,2,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Elf, Warrior",,{3}{G}: Iridescent Blademaster gets +2/+2 until end of turn.,2,Creature â€” Elf Warrior,Creature,d25063db-c584-5dc9-a74a-9197a27964c8,,
Kami of Whispered Hopes,64c537b4-a864-4051-9a24-fbdd22cb40b4,,,"arena, mtgo, paper",default,black,,G,,G,,,1112,0.2,,,,,"nonfoil, foil",,Nashi knelt reverently before the kami and envisioned his family reunited.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{G},3,,,"If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on that permanent instead.\n{T}: Add X mana of any one color, where X is Kami of Whispered Hopes's power.",Creature â€” Spirit,,1,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Spirit,,"If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on that permanent instead.\n{T}: Add X mana of any one color, where X is Kami of Whispered Hopes's power.",1,Creature â€” Spirit,Creature,f2549ebd-b2ce-5786-9100-ab138485d918,589f612a-2b1d-5bf2-a1d0-044ff0739623,
Overgrown Pest,699b24be-cde0-4da8-bc0f-7a3ecd60ab01,,,"arena, mtgo, paper",default,black,,G,,G,,,18906,,,,,,"nonfoil, foil",,If only the biofluctuations students could have seen what became of their prize specimen after its escape.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{G},3,,,"When Overgrown Pest enters the battlefield, look at the top five cards of your library. You may reveal a land or double-faced card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.",Creature â€” Pest,,2,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Pest,,"When Overgrown Pest enters the battlefield, look at the top five cards of your library. You may reveal a land or double-faced card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.",2,Creature â€” Pest,Creature,8ec5536e-c434-5e84-9254-faa20f89395d,,
"Ozolith, the Shattered Spire",e607a0d4-fc12-4c01-9e3f-501f5269b9cb,,,"arena, mtgo, paper",default,black,,G,,G,,,1240,0.29,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,Cycling,English,normal,,,,{1}{G},2,,,"If one or more +1/+1 counters would be put on an artifact or creature you control, that many plus one +1/+1 counters are put on it instead.\n{1}{G}, {T}: Put a +1/+1 counter on target artifact or creature you control. Activate only as a sorcery.\nCycling ",Legendary Artifact,,,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,Legendary,"If one or more +1/+1 counters would be put on an artifact or creature you control, that many plus one +1/+1 counters are put on it instead.\n{1}{G}, {T}: Put a +1/+1 counter on target artifact or creature you control. Activate only as a sorcery.\nCycling ",,Legendary Artifact,Artifact,6355315b-6fa3-58fa-99d2-82e0c3766444,617e2253-af02-51f6-897a-d38653d057c2,
Placid Rottentail,66082c3b-a623-4d34-be51-2475214b85d3,,,"arena, mtgo, paper",default,black,,G,,G,,,16736,0.33,,,,,"nonfoil, foil",,"It had always loved munching on daisies and crystalweed, but lately its favorite snacks were the strange, round roots popping up everywhere.",,2015,,,,True,True,,,,,,,,,,,,,,Vigilance,English,normal,,,,{G},1,,,"Vigilance\n{2}{G}, Exile Placid Rottentail from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",Creature â€” Fungus Rabbit,,1,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,"Fungus, Rabbit",,"Vigilance\n{2}{G}, Exile Placid Rottentail from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",1,Creature â€” Fungus Rabbit,Creature,065979d3-a601-53b0-bed3-b641a4578fd8,,
"Polukranos Reborn // Polukranos, Engine of Ruin",092827e0-03f2-4e73-852e-d95eba0fef20,,,"arena, mtgo, paper",default,black,,"G, W",,G,,,10695,,3,,3,Polukranos Reborn,"nonfoil, foil",,"Freed from the Underworld, the World Eater resumed his endless feast with reckless enthusiasm.",legendary,2015,,,,True,True,,,,,,,,,,,,,,"Reach, Transform",English,transform,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{G}{G}{G},3,,,Reach\n{6}{PW}: Transform Polukranos Reborn. Activate only as a sorcery. ({PW} can be paid with either {W} or 2 life.),Legendary Creature â€” Hydra,a5e6fc8e-1736-53cc-99d8-6f13aeb02207,4,"MOM, PMOM",,rare,,,oval,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Hydra,Legendary,Reach\n{6}{W/P}: Transform Polukranos Reborn. Activate only as a sorcery. ({W/P} can be paid with either {W} or 2 life.),5,Legendary Creature â€” Hydra,Creature,b30f5f2b-979b-529e-9491-ebf7901a8f4e,90652088-73bb-5eeb-9c57-b8628090f93d,
Portent Tracker,61a4c572-3d1b-4b71-aeb0-1a5a6b82c524,,,"arena, mtgo, paper",default,black,,G,,G,,,13023,0.14,,,,,"nonfoil, foil",,"In the days before the invasion, the symbol of its perpetrator appeared in strange places all across the Multiverse.",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,"{T}: Untap target land.\n{T}: Choose target battle. If an opponent protects it, remove a defense counter from it. Otherwise, put a defense counter on it. Activate only as a sorcery.",Creature â€” Satyr Scout,,1,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Satyr, Scout",,"{T}: Untap target land.\n{T}: Choose target battle. If an opponent protects it, remove a defense counter from it. Otherwise, put a defense counter on it. Activate only as a sorcery.",1,Creature â€” Satyr Scout,Creature,b70f34ca-edcf-5dd0-b476-5b5ff48a55f2,,
Ravenous Sailback,adad79bf-cd52-456a-b170-740ed8bff0fc,,,"arena, mtgo, paper",default,black,,G,,G,,,11230,0.14,,,,,"nonfoil, foil",,Converter beasts were sent to ensnare as many of Ixalan's dinosaurs as possible. Many of them were converted themselvesâ€”into snacks.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{4}{G},5,,,"When Ravenous Sailback enters the battlefield, choose one â€”\nâ€¢ Ravenous Sailback gains haste until end of turn.\nâ€¢ Destroy target artifact or enchantment.",Creature â€” Dinosaur,,3,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Dinosaur,,"When Ravenous Sailback enters the battlefield, choose one â€”\nâ€¢ Ravenous Sailback gains haste until end of turn.\nâ€¢ Destroy target artifact or enchantment.",4,Creature â€” Dinosaur,Creature,db9add44-2c3d-5ad8-9451-9de9efcccf51,,
